path,sz,dt,latlong
/mnt/4C74F47B74F468DA/Pictures/BKUU7461-2020-11-04 233155.JPG,756288,2020:11:04 17:27:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/BORE1037-2018-10-11 001716.JPG,229622,,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/BVHR0380-2021-10-05 213751.JPG,291883,2021:10:02 17:55:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/CWII4264-2020-11-04 234258.JPG,584288,2020:11:04 17:32:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DFCN3364-2021-08-24 221724.JPG,1343071,2021:03:04 14:23:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1435-2012-08-02 204725.JPG,123969,2012:08:02 15:47:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1435-2016-11-21 143819.JPG,1360017,2016:11:13 16:12:02,"(35.95516944444445, -86.79733333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14352012-08-02 214725.JPG,123969,2012:08:02 15:47:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1436-2012-08-02 204731.JPG,126736,2012:08:02 15:47:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1436-2016-11-13 222538.JPG,1254373,2016:11:13 16:12:03,"(35.95516944444445, -86.79733333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14362012-08-02 214731.JPG,126736,2012:08:02 15:47:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1438-2016-11-29 140910.JPG,1161598,2016:11:16 19:22:03,"(35.95516944444445, -86.79730277777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1443-2012-08-15 204110.JPG,2086360,2012:08:15 15:41:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1443-2019-09-06 141237.JPG,3505200,2016:11:19 13:59:11,"(35.958644444444445, -83.91746388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14432012-08-15 214110.JPG,2086360,2012:08:15 15:41:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1444-2012-08-18 005506.JPG,2080699,2012:08:17 19:55:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14442012-08-18 015506.JPG,2080699,2012:08:17 19:55:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1445-2012-08-20 232550.JPG,2251516,2012:08:20 18:25:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14452012-08-21 002550.JPG,2251516,2012:08:20 18:25:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1446-2012-08-20 232551.JPG,2182980,2012:08:20 18:25:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14462012-08-21 002551.JPG,2182980,2012:08:20 18:25:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1447-2012-08-20 232558.JPG,2245860,2012:08:20 18:25:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1458-2012-08-26 204515.JPG,2189440,2012:08:26 15:45:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1458-2016-12-18 025702.JPG,1609364,2016:12:02 18:04:20,"(35.94439444444444, -86.80371111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14582012-08-26 214515.JPG,2189440,2012:08:26 15:45:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1459-2012-08-26 204519.JPG,1499021,2012:08:26 15:45:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14592012-08-26 214519.JPG,1499021,2012:08:26 15:45:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1460-2012-08-26 204521.JPG,1500033,2012:08:26 15:45:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1460-2016-12-04 223557.JPG,1006387,2016:12:04 16:35:56,"(36.09278055555556, -86.82153333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14602012-08-26 214521.JPG,1500033,2012:08:26 15:45:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1461-2012-08-26 204523.JPG,1496270,2012:08:26 15:45:22,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14612012-08-26 214523.JPG,1496270,2012:08:26 15:45:22,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1462-2012-08-26 204558.JPG,1781820,2012:08:26 15:45:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14622012-08-26 214558.JPG,1781820,2012:08:26 15:45:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1463-2016-12-07 190047.JPG,2575583,2016:12:06 08:00:28,"(35.947536111111106, -86.80493888888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1466-2017-01-02 161204.JPG,1681076,2016:12:11 22:09:31,"(35.955219444444445, -86.79743888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1467-2017-08-20 202714.JPG,1522504,2016:12:11 22:09:42,"(35.955219444444445, -86.79743888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1469-2012-08-26 210359.JPG,2312612,2012:08:26 16:03:59,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1481-2012-08-28 152316.JPG,1839378,2012:08:28 10:23:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1481-2018-10-29 043847.JPG,1727427,2016:12:16 18:31:31,"(35.95525833333333, -86.79730277777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14812012-08-28 162316.JPG,1839378,2012:08:28 10:23:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1482-2012-08-28 152319.JPG,1867091,2012:08:28 10:23:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14822012-08-28 162319.JPG,1867091,2012:08:28 10:23:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1483-2021-09-29 041943.JPG,1341074,2016:12:21 07:27:01,"(35.9553, -86.79729444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1484-2018-07-18 123231.JPG,1768614,2016:12:21 07:27:49,"(35.955394444444444, -86.79723333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1485-2018-08-09 131732.JPG,1322195,2016:12:21 08:37:25,"(35.94744444444444, -86.80489444444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1486-2019-09-06 141321.JPG,1657761,2016:12:22 06:32:05,"(35.95511666666667, -86.79734722222221)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1488-2012-08-31 232311.JPG,2363092,2012:08:31 18:23:11,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14882012-09-01 002311.JPG,2363092,2012:08:31 18:23:11,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1489-2012-08-31 232339.JPG,116029,2012:08:31 18:23:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_14892012-09-01 002339.JPG,116029,2012:08:31 18:23:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0004-2015-05-06 215052.JPG,3656148,2015:05:06 15:50:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0008-2015-05-06 215914.JPG,3668881,2015:05:06 15:59:12,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0012-2014-02-07 024612.JPG,3632147,2014:02:06 20:46:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0015-2015-05-06 220832.JPG,3942919,2015:05:06 16:08:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0019-2014-02-13 014228.JPG,3728232,2014:02:12 19:42:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0022-2015-05-06 221310.JPG,3725624,2015:05:06 16:13:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0026-2014-02-13 014910.JPG,3763512,2014:02:12 19:49:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0029-2016-11-08 024740.JPG,3623542,2016:11:07 20:47:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0033-2014-02-13 015620.JPG,4223951,2014:02:12 19:56:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0036-2015-05-06 222500.JPG,3697554,2015:05:06 16:24:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0040-2014-02-13 020320.JPG,3681392,2014:02:12 20:03:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0043-2015-05-06 222630.JPG,3712589,2015:05:06 16:26:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0047-2014-02-13 021218.JPG,3681548,2014:02:12 20:12:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0050-2015-05-14 014154.JPG,3657197,2015:05:13 19:41:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0054-2014-02-13 021518.JPG,3636617,2014:02:12 20:15:16,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0057-2015-05-14 021620.JPG,3753171,2015:05:13 20:16:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0060-2014-10-30 222026.JPG,3709108,2014:10:30 16:20:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0063-2015-05-15 002350.JPG,3651282,2015:05:14 18:23:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0067-2014-10-30 222124.JPG,3777359,2014:10:30 16:21:22,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0071-2015-05-15 002640.JPG,4291859,2015:05:14 18:26:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0075-2014-02-13 024034.JPG,3632117,2014:02:12 20:40:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0078-2015-05-27 213820.JPG,3754160,2015:05:27 15:38:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0082-2014-02-13 024608.JPG,3667101,2014:02:12 20:46:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0085-2015-05-27 213932.JPG,3676073,2015:05:27 15:39:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0089-2014-02-19 235026.JPG,3732107,2014:02:19 17:50:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1500-2012-09-09 132933.JPG,2035408,2012:09:09 08:29:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15002012-09-09 142933.JPG,2035408,2012:09:09 08:29:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1501-2017-04-05 155225.JPG,336033,2016:12:26 09:52:54,"(31.273030555555554, -89.31830555555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1503-2017-08-12 185841.JPG,214389,2016:12:26 09:53:52,"(31.273013888888887, -89.31828333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1504-2012-09-10 013414.JPG,1971225,2012:09:09 19:12:28,"(35.955, -86.79716666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15042012-09-10 023414.JPG,1971225,2012:09:09 19:12:28,"(35.955, -86.79716666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1505-2012-09-10 193107.JPG,2136797,2012:09:10 14:31:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1505-2017-01-25 124554.JPG,1687093,2016:12:26 17:52:05,"(35.95522777777778, -86.79738611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15052012-09-10 203107.JPG,2136797,2012:09:10 14:31:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1506-2012-09-13 131257.JPG,2004634,2012:09:13 08:12:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1506-2018-07-18 123232.JPG,1713511,2016:12:26 17:52:16,"(35.955219444444445, -86.79740277777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15062012-09-13 141257.JPG,2004634,2012:09:13 08:12:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1508-2012-09-13 135209.JPG,1842840,2012:09:13 08:52:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1508-2019-09-06 141237.JPG,1758331,2016:12:31 11:39:01,"(35.99490277777778, -86.78940555555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1516-2012-09-15 010623.JPG,1263276,2012:09:14 20:06:22,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15162012-09-15 020623.JPG,1263276,2012:09:14 20:06:22,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1517-2017-01-17 162559.JPG,1285826,2017:01:12 19:20:42,"(35.955172222222224, -86.79729444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1518-2012-09-15 010631.JPG,1433299,2012:09:14 20:06:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15182012-09-15 020631.JPG,1433299,2012:09:14 20:06:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1520-2012-09-16 185749.JPG,1890876,2012:09:16 13:57:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15202012-09-16 195749.JPG,1890876,2012:09:16 13:57:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1521-2018-07-18 123231.JPG,1850171,2017:01:15 18:29:36,"(36.45401666666667, -83.94493055555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1523-2012-09-21 165724.JPG,1656039,2012:09:21 11:57:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1523-2017-01-25 124554.JPG,1464077,2017:01:16 15:54:16,"(35.95518055555556, -86.79740277777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15232012-09-21 175724.JPG,1656039,2012:09:21 11:57:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1524-2012-09-21 171127.JPG,1776894,2012:09:21 12:11:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1534-2012-09-28 180932.JPG,1577622,2012:09:28 13:09:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1534-2017-12-05 003454.JPG,1322565,2017:01:29 17:52:19,"(35.96333611111111, -86.80020833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15342012-09-28 190932.JPG,1577622,2012:09:28 13:09:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1535-2012-09-29 200721.JPG,2227886,2012:09:29 15:07:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1535-2017-02-20 131731.JPG,1588347,2017:01:29 18:55:50,"(35.96331111111111, -86.80017777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15352012-09-29 210721.JPG,2227886,2012:09:29 15:07:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1536-2012-09-29 200729.JPG,2327226,2012:09:29 15:07:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15362012-09-29 210729.JPG,2327226,2012:09:29 15:07:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1537-2012-09-29 200737.JPG,2304579,2012:09:29 15:07:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15372012-09-29 210737.JPG,2304579,2012:09:29 15:07:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1538-2012-09-29 200843.JPG,1706128,2012:09:29 15:08:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1538-2017-01-30 005556.JPG,703755,2017:01:29 18:55:56,"(35.96308055555556, -86.80023888888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15382012-09-29 210843.JPG,1706128,2012:09:29 15:08:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1539-2012-09-30 233212.JPG,117639,2012:09:30 18:32:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1539-2017-01-30 005558.JPG,672502,2017:01:29 18:55:58,"(35.96314166666667, -86.80017222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15392012-10-01 003212.JPG,117639,2012:09:30 18:32:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1540-2012-09-30 233227.JPG,135256,2012:09:30 18:32:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1540-2018-07-18 123231.JPG,1479420,2017:01:29 18:56:26,"(35.96313055555556, -86.79999444444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1548-2012-10-01 185351.JPG,116036,2012:10:01 13:53:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1548-2018-06-18 031904.JPG,1808653,2017:02:05 16:04:07,"(35.955330555555555, -86.79737777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15482012-10-01 195351.JPG,116036,2012:10:01 13:53:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1549-2012-10-01 185450.JPG,120134,2012:10:01 13:54:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1549-2018-07-18 123231.JPG,1397609,2017:02:05 16:04:14,"(35.95527777777778, -86.79737222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15492012-10-01 195450.JPG,120134,2012:10:01 13:54:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1550-2012-10-01 185453.JPG,116594,2012:10:01 13:54:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1550-2018-05-27 025116.JPG,1356003,2017:02:05 16:04:16,"(35.95524166666667, -86.79737777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15502012-10-01 195453.JPG,116594,2012:10:01 13:54:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1551-2012-10-01 185526.JPG,117018,2012:10:01 13:55:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1551-2017-04-09 133506.JPG,1702528,2017:02:07 07:26:28,"(35.95550555555556, -86.79779166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15512012-10-01 195526.JPG,117018,2012:10:01 13:55:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1552-2012-10-01 185600.JPG,107748,2012:10:01 13:56:00,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1552-2017-02-12 023210.JPG,1796403,2017:02:07 07:27:39,"(35.955447222222226, -86.79763888888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15522012-10-01 195600.JPG,107748,2012:10:01 13:56:00,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1553-2017-03-28 025452.JPG,2051082,2017:02:07 07:27:46,"(35.95526944444445, -86.797425)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1554-2012-10-01 224346.JPG,1959967,2012:10:01 17:43:45,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1554-2017-03-28 025452.JPG,1182598,2017:02:08 11:03:05,"(36.14792222222222, -86.79494444444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15542012-10-01 234346.JPG,1959967,2012:10:01 17:43:45,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1555-2012-10-03 203620.JPG,2172028,2012:10:03 15:36:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1555-2019-12-12 050829.JPG,1089112,2017:02:10 13:17:37,"(36.151025, -86.81721388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1563-2012-10-07 225751.JPG,2096922,2012:10:07 17:57:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1563-2017-03-28 025453.JPG,2046063,2017:02:03 08:41:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15632012-10-07 235751.JPG,2096922,2012:10:07 17:57:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1564-2012-10-07 225824.JPG,2214489,2012:10:07 17:58:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1564-2017-04-09 133505.JPG,1365195,2017:03:04 09:01:05,"(35.955088888888895, -86.79741666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15642012-10-07 235824.JPG,2214489,2012:10:07 17:58:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1565-2012-10-07 225847.JPG,2250906,2012:10:07 17:58:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1565-2017-04-09 133506.JPG,1413022,2017:03:04 09:01:05,"(35.955088888888895, -86.79741666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15652012-10-07 235847.JPG,2250906,2012:10:07 17:58:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1566-2012-10-07 225929.JPG,2096714,2012:10:07 17:59:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1566-2018-09-17 095038.JPG,3201054,2017:03:05 16:25:53,"(36.020558333333334, -86.81839722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15662012-10-07 235929.JPG,2096714,2012:10:07 17:59:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1567-2012-10-08 013934.JPG,1560785,2012:10:07 20:39:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15672012-10-08 023934.JPG,1560785,2012:10:07 20:39:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1569-2012-10-08 014018.JPG,1242554,2012:10:07 20:40:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1569-2018-09-17 095038.JPG,2375362,2017:03:20 17:52:51,"(35.95518611111111, -86.79724999999999)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15692012-10-08 024018.JPG,1242554,2012:10:07 20:40:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1570-2012-10-08 014033.JPG,1136240,2012:10:07 20:40:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1588-2012-10-14 210946.JPG,101777,2012:10:14 16:09:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15882012-10-14 220946.JPG,101777,2012:10:14 16:09:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1590-2019-12-12 050803.JPG,288240,2017:03:25 18:19:17,"(35.79136944444444, -83.53509444444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1591-2012-10-18 145008.JPG,1804547,2012:10:18 09:50:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1591-2017-12-31 185923.JPG,1739896,2017:03:25 18:19:42,"(35.79143611111111, -83.53515555555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15912012-10-18 155008.JPG,1804547,2012:10:18 09:50:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1592-2012-10-18 145120.JPG,2027750,2012:10:18 09:51:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1592-2019-12-12 050827.JPG,446300,2017:03:25 18:22:05,"(35.79133611111111, -83.5351111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15922012-10-18 155120.JPG,2027750,2012:10:18 09:51:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1593-2012-10-18 145647.JPG,1674873,2012:10:18 09:56:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15932012-10-18 155647.JPG,1674873,2012:10:18 09:56:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1594-2012-10-18 145716.JPG,1946437,2012:10:18 09:57:16,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_15942012-10-18 155716.JPG,1946437,2012:10:18 09:57:16,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1595-2012-10-18 145719.JPG,1855314,2012:10:18 09:57:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1595-2017-04-09 133505.JPG,2008125,2017:03:26 11:04:12,"(35.79427222222222, -83.53505)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1607-2012-10-30 191642.JPG,124107,2012:10:30 14:16:41,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1607-2017-08-12 185841.JPG,2565800,2017:03:26 11:47:24,"(35.79329166666666, -83.53430833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16072012-10-30 201642.JPG,124107,2012:10:30 14:16:41,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1608-2012-10-31 212157.JPG,124645,2012:10:31 16:21:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16082012-10-31 222157.JPG,124645,2012:10:31 16:21:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1609-2012-10-31 235446.JPG,2007049,2012:10:31 18:54:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16092012-11-01 005446.JPG,2007049,2012:10:31 18:54:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1610-2012-10-31 235528.JPG,2011035,2012:10:31 18:55:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16102012-11-01 005528.JPG,2011035,2012:10:31 18:55:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1611-2012-11-01 000855.JPG,1454882,2012:10:31 19:08:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16112012-11-01 010855.JPG,1454882,2012:10:31 19:08:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1612-2012-11-01 000905.JPG,1921379,2012:10:31 19:09:04,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1612-2017-08-12 185841.JPG,2146955,2017:03:26 11:50:14,"(35.79339722222222, -83.53424722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16122012-11-01 010905.JPG,1921379,2012:10:31 19:09:04,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1613-2012-11-01 003518.JPG,2140201,2012:10:31 19:35:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1613-2017-08-12 185841.JPG,2205978,2017:03:26 11:50:32,"(35.79333611111111, -83.53428611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1626-2012-11-10 175611.JPG,1849297,2012:11:10 11:56:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1626-2018-08-11 171415.JPG,2932209,2017:03:26 15:47:12,"(35.79343333333333, -83.53192222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16262012-11-10 175611.JPG,1849297,2012:11:10 11:56:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1627-2012-11-11 192118.JPG,2559730,2012:11:11 13:21:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1627-2017-04-09 133506.JPG,1379381,2017:03:26 15:47:19,"(35.79342222222222, -83.53194444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16272012-11-11 192118.JPG,2559730,2012:11:11 13:21:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1628-2012-11-11 192224.JPG,2318554,2012:11:11 13:22:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16282012-11-11 192224.JPG,2318554,2012:11:11 13:22:23,"(None, None)"
