path,sz,dt,latlong
/mnt/4C74F47B74F468DA/Pictures/DSC_0467-2018-08-04 011552.JPG,3693220,2018:08:03 19:15:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0468-2013-10-16 225440.JPG,3345096,2013:10:16 16:54:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0468-2014-06-20 185422.JPG,3773533,2014:06:20 12:54:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0468-2015-04-05 014230.JPG,3764001,2015:04:04 19:42:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0468-2016-01-22 234618.JPG,3164102,2016:01:22 17:46:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0468-2017-07-27 230034.JPG,3941528,2017:07:27 17:00:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0468-2018-08-04 011554.JPG,3633177,2018:08:03 19:15:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0469-2013-10-16 225442.JPG,3713554,2013:10:16 16:54:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0469-2014-06-20 185434.JPG,3692965,2014:06:20 12:54:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0469-2015-04-05 014230.JPG,3682998,2015:04:04 19:42:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0469-2016-01-22 234618.JPG,3156361,2016:01:22 17:46:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0469-2017-07-27 230036.JPG,4283549,2017:07:27 17:00:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0469-2018-08-04 011612.JPG,3629416,2018:08:03 19:16:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0470-2013-10-16 225534.JPG,3074646,2013:10:16 16:55:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0470-2014-06-20 185444.JPG,3756428,2014:06:20 12:54:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0470-2015-04-05 014230.JPG,3725163,2015:04:04 19:42:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0474-2015-04-05 014234.JPG,3373314,2015:04:04 19:42:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0474-2016-01-22 234650.JPG,2841178,2016:01:22 17:46:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0474-2017-07-27 230326.JPG,3920198,2017:07:27 17:03:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0474-2018-08-04 011648.JPG,3656352,2018:08:03 19:16:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0475-2013-10-18 191622.JPG,4145265,2013:10:18 13:16:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0475-2014-06-20 185532.JPG,4125542,2014:06:20 12:55:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0475-2015-04-05 014236.JPG,3671608,2015:04:04 19:42:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0475-2016-01-22 234652.JPG,3038729,2016:01:22 17:46:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0475-2017-07-27 230336.JPG,3994569,2017:07:27 17:03:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0475-2018-08-04 011650.JPG,3741407,2018:08:03 19:16:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0476-2013-10-18 191630.JPG,4177818,2013:10:18 13:16:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0476-2014-06-20 185532.JPG,3256646,2014:06:20 12:55:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0476-2015-04-05 014236.JPG,3730715,2015:04:04 19:42:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0476-2016-01-22 234710.JPG,3696244,2016:01:22 17:47:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0476-2017-07-27 230532.JPG,3974816,2017:07:27 17:05:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0477-2013-10-18 191632.JPG,4280231,2013:10:18 13:16:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0477-2014-06-20 185536.JPG,3604069,2014:06:20 12:55:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0477-2015-04-05 014452.JPG,3718227,2015:04:04 19:44:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0481-2015-04-05 014516.JPG,3635301,2015:04:04 19:45:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0481-2016-01-22 234744.JPG,3940839,2016:01:22 17:47:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0481-2017-08-01 061832.JPG,4083272,2017:08:01 00:18:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0481-2018-08-04 011734.JPG,3645923,2018:08:03 19:17:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0482-2013-10-18 201030.JPG,4295193,2013:10:18 14:10:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0482-2014-06-20 185602.JPG,3770574,2014:06:20 12:56:01,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0482-2015-04-05 014522.JPG,3644063,2015:04:04 19:45:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0482-2016-01-22 234746.JPG,3738021,2016:01:22 17:47:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0482-2017-08-01 062658.JPG,3446443,2017:08:01 00:26:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0483-2013-10-18 201032.JPG,4001969,2013:10:18 14:10:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0483-2014-06-20 185630.JPG,3798142,2014:06:20 12:56:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0483-2015-04-05 014524.JPG,3649675,2015:04:04 19:45:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0483-2016-01-22 234808.JPG,3742521,2016:01:22 17:48:07,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0483-2017-08-01 062714.JPG,3605636,2017:08:01 00:27:13,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0484-2013-10-18 201036.JPG,4182186,2013:10:18 14:10:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0484-2014-06-20 185636.JPG,3453132,2014:06:20 12:56:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0484-2015-04-05 014530.JPG,3703621,2015:04:04 19:45:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0439-2014-06-18 223702.JPG,3654447,2014:06:18 16:37:02,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0442-2016-01-22 045650.JPG,2719806,2016:01:21 22:56:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0446-2014-06-18 224240.JPG,3788686,2014:06:18 16:42:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0449-2016-01-22 045718.JPG,3226444,2016:01:21 22:57:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0453-2014-06-20 185128.JPG,3064001,2014:06:20 12:51:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0456-2016-01-22 045948.JPG,3588484,2016:01:21 22:59:45,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0460-2014-06-20 185238.JPG,4048015,2014:06:20 12:52:37,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0463-2016-01-22 234442.JPG,3030334,2016:01:22 17:44:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0467-2014-06-20 185340.JPG,3476373,2014:06:20 12:53:38,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0470-2016-01-22 234620.JPG,3065164,2016:01:22 17:46:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0474-2014-06-20 185530.JPG,4169948,2014:06:20 12:55:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0477-2016-01-22 234718.JPG,3569555,2016:01:22 17:47:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0481-2014-06-20 185600.JPG,3675135,2014:06:20 12:55:59,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0488-2015-04-05 014648.JPG,3727735,2015:04:04 19:46:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0488-2016-01-22 234838.JPG,3223737,2016:01:22 17:48:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0488-2017-08-01 064940.JPG,3685855,2017:08:01 00:49:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0488-2018-08-04 011840.JPG,3614759,2018:08:03 19:18:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0489-2013-10-18 201046.JPG,3941370,2013:10:18 14:10:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0489-2014-06-20 185712.JPG,3244611,2014:06:20 12:57:11,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0489-2015-04-05 014652.JPG,3775458,2015:04:04 19:46:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0489-2016-01-22 234842.JPG,3242889,2016:01:22 17:48:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0489-2017-08-01 064942.JPG,3692935,2017:08:01 00:49:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0489-2018-08-04 011844.JPG,3597894,2018:08:03 19:18:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0490-2013-10-18 201048.JPG,4080682,2013:10:18 14:10:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0490-2014-06-20 185720.JPG,3512463,2014:06:20 12:57:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0490-2015-04-05 014654.JPG,3769744,2015:04:04 19:46:53,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0490-2016-01-22 234856.JPG,3394971,2016:01:22 17:48:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0490-2017-08-01 065534.JPG,3961803,2017:08:01 00:55:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0490-2018-08-04 011848.JPG,3588393,2018:08:03 19:18:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0491-2013-10-18 201128.JPG,3794037,2013:10:18 14:11:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0491-2014-06-20 185726.JPG,3524160,2014:06:20 12:57:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0491-2015-04-05 014848.JPG,3680586,2015:04:04 19:48:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0495-2015-04-05 014916.JPG,3794824,2015:04:04 19:49:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0495-2016-01-22 234934.JPG,3543418,2016:01:22 17:49:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0495-2017-08-01 070114.JPG,3685959,2017:08:01 01:01:12,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0496-2013-10-19 021836.JPG,3826332,2013:10:18 20:18:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0496-2014-06-20 190208.JPG,3315835,2014:06:20 13:02:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0496-2015-04-05 015136.JPG,3733572,2015:04:04 19:51:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0496-2016-01-22 234934.JPG,3754465,2016:01:22 17:49:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0496-2017-08-01 070410.JPG,3681837,2017:08:01 01:04:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0496-2018-08-04 012402.JPG,3615648,2018:08:03 19:24:02,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0497-2013-10-19 021838.JPG,3706742,2013:10:18 20:18:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0497-2014-06-20 190254.JPG,2763009,2014:06:20 13:02:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0497-2015-04-05 015142.JPG,3704541,2015:04:04 19:51:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0497-2016-01-22 234936.JPG,3852749,2016:01:22 17:49:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0497-2017-08-01 070430.JPG,3611166,2017:08:01 01:04:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0498-2013-10-19 021840.JPG,3637188,2013:10:18 20:18:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0498-2014-06-20 190258.JPG,3169159,2014:06:20 13:02:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0498-2015-04-05 015150.JPG,3670572,2015:04:04 19:51:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0502-2015-04-16 042602.JPG,3630382,2015:04:15 22:26:01,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0502-2016-01-22 235010.JPG,3955281,2016:01:22 17:50:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0502-2017-08-01 070514.JPG,3685834,2017:08:01 01:05:12,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0503-2013-10-19 021902.JPG,4183352,2013:10:18 20:19:00,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0503-2014-06-20 190312.JPG,3284387,2014:06:20 13:03:11,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0503-2015-04-16 042744.JPG,4247667,2015:04:15 22:27:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0503-2016-01-22 235018.JPG,3292537,2016:01:22 17:50:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0503-2017-08-01 070516.JPG,3626773,2017:08:01 01:05:16,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0503-2018-08-04 014612.JPG,3631635,2018:08:03 19:46:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0504-2013-10-19 021904.JPG,3597941,2013:10:18 20:19:02,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0504-2014-06-20 190314.JPG,3546490,2014:06:20 13:03:13,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0504-2015-04-16 042910.JPG,3679698,2015:04:15 22:29:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0504-2016-01-22 235020.JPG,3268376,2016:01:22 17:50:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0504-2017-08-01 070518.JPG,3607877,2017:08:01 01:05:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0505-2013-10-19 021944.JPG,3716553,2013:10:18 20:19:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0505-2014-06-20 190844.JPG,3740812,2014:06:20 13:08:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0505-2015-04-16 043446.JPG,3327929,2015:04:15 22:34:45,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0509-2015-07-24 220118.JPG,4046721,2015:07:24 16:01:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0509-2016-01-23 000836.JPG,3768855,2016:01:22 18:08:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0509-2017-08-02 001820.JPG,3696275,2017:08:01 18:18:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0509-2018-08-04 020054.JPG,3621203,2018:08:03 20:00:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0510-2013-10-19 022000.JPG,3628539,2013:10:18 20:19:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0510-2014-06-20 190856.JPG,3808289,2014:06:20 13:08:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0510-2015-07-24 220124.JPG,3732536,2015:07:24 16:01:24,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0510-2016-01-23 000850.JPG,4295621,2016:01:22 18:08:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0510-2017-08-02 001900.JPG,3681139,2017:08:01 18:18:59,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0510-2018-08-08 043222.JPG,3830016,2018:08:07 22:32:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0511-2013-10-19 022008.JPG,3634638,2013:10:18 20:20:07,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0511-2014-06-20 190936.JPG,3710289,2014:06:20 13:09:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0511-2015-07-24 220134.JPG,3696622,2015:07:24 16:01:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0511-2016-01-23 000852.JPG,3730097,2016:01:22 18:08:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0511-2017-08-02 001908.JPG,4031957,2017:08:01 18:19:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0512-2013-10-19 022010.JPG,3637606,2013:10:18 20:20:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0512-2014-06-20 190952.JPG,3778980,2014:06:20 13:09:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0512-2015-07-24 220140.JPG,3706756,2015:07:24 16:01:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0516-2015-07-31 221436.JPG,3659760,2015:07:31 16:14:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0516-2016-01-23 001006.JPG,3673206,2016:01:22 18:10:04,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0516-2017-08-03 065024.JPG,3620824,2017:08:03 00:50:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0516-2018-08-08 052516.JPG,3691880,2018:08:07 23:25:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0517-2013-10-19 022034.JPG,3601376,2013:10:18 20:20:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0517-2014-06-20 191304.JPG,4064407,2014:06:20 13:13:04,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0517-2015-07-31 222136.JPG,4120118,2015:07:31 16:21:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0517-2016-01-23 045542.JPG,3573902,2016:01:22 22:55:41,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0517-2017-08-03 065028.JPG,3636703,2017:08:03 00:50:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0518-2013-10-22 060256.JPG,3559795,2013:10:22 00:02:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0518-2014-07-21 055646.JPG,3654810,2014:07:20 23:56:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0518-2015-07-31 222136.JPG,4287627,2015:07:31 16:21:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0518-2016-01-23 045706.JPG,3677511,2016:01:22 22:57:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0518-2017-08-03 065032.JPG,3367328,2017:08:03 00:50:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0519-2013-10-22 060256.JPG,3589283,2013:10:22 00:02:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0519-2014-07-21 055652.JPG,3633292,2014:07:20 23:56:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0519-2015-07-31 222158.JPG,3644623,2015:07:31 16:21:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0523-2015-07-31 233242.JPG,3655028,2015:07:31 17:32:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0523-2016-01-23 045832.JPG,3685106,2016:01:22 22:58:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0523-2017-08-07 212122.JPG,3614283,2017:08:07 15:21:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0524-2013-10-22 060324.JPG,3700589,2013:10:22 00:03:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0524-2014-07-21 222020.JPG,3299819,2014:07:21 16:20:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0524-2015-07-31 233244.JPG,3741601,2015:07:31 17:32:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0524-2016-01-23 045834.JPG,3699159,2016:01:22 22:58:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0524-2017-08-07 212150.JPG,3763160,2017:08:07 15:21:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0524-2018-08-08 052618.JPG,3738553,2018:08:07 23:26:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0525-2013-10-22 060326.JPG,3637820,2013:10:22 00:03:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0525-2014-07-21 222042.JPG,3482255,2014:07:21 16:20:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0525-2015-07-31 233250.JPG,4207211,2015:07:31 17:32:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0525-2016-01-23 045858.JPG,3655215,2016:01:22 22:58:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0525-2017-08-07 212250.JPG,3676451,2017:08:07 15:22:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0526-2013-10-22 060334.JPG,3685451,2013:10:22 00:03:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0526-2014-07-21 222050.JPG,3152195,2014:07:21 16:20:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0526-2015-07-31 233254.JPG,4141445,2015:07:31 17:32:53,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0530-2015-07-31 234858.JPG,3655983,2015:07:31 17:48:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0530-2016-01-23 045904.JPG,4141385,2016:01:22 22:59:03,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0530-2017-08-07 212428.JPG,3652933,2017:08:07 15:24:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0531-2013-10-25 060242.JPG,3608548,2013:10:25 00:02:41,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0531-2014-07-21 231504.JPG,3813567,2014:07:21 17:15:03,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0531-2015-07-31 234908.JPG,3737576,2015:07:31 17:49:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0531-2016-01-23 045906.JPG,3684289,2016:01:22 22:59:04,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0531-2017-08-07 212436.JPG,3712155,2017:08:07 15:24:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0532-2013-10-25 060244.JPG,3575951,2013:10:25 00:02:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0532-2014-07-22 034826.JPG,3981299,2014:07:21 21:48:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0532-2015-07-31 234932.JPG,3685243,2015:07:31 17:49:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0532-2016-01-23 045914.JPG,3674195,2016:01:22 22:59:13,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0532-2017-08-07 212448.JPG,3527941,2017:08:07 15:24:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0533-2013-10-25 060254.JPG,3995783,2013:10:25 00:02:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0533-2014-07-22 034830.JPG,4210134,2014:07:21 21:48:28,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0533-2015-07-31 235140.JPG,3653443,2015:07:31 17:51:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0537-2015-08-01 005234.JPG,3687004,2015:07:31 18:52:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0537-2016-01-23 050038.JPG,3785103,2016:01:22 23:00:37,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0537-2017-08-07 212626.JPG,3665032,2017:08:07 15:26:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0538-2013-10-25 235858.JPG,4227267,2013:10:25 17:58:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0538-2014-07-22 034856.JPG,3716192,2014:07:21 21:48:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0538-2015-08-01 005240.JPG,3682558,2015:07:31 18:52:38,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0538-2016-01-23 050040.JPG,4220617,2016:01:22 23:00:39,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0538-2017-08-07 212918.JPG,4119610,2017:08:07 15:29:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0539-2013-10-25 235910.JPG,3777232,2013:10:25 17:59:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0539-2014-07-22 034932.JPG,3640137,2014:07:21 21:49:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0539-2015-08-01 020608.JPG,3648583,2015:07:31 20:06:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0539-2016-01-23 050042.JPG,3683053,2016:01:22 23:00:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0539-2017-08-07 212932.JPG,3636135,2017:08:07 15:29:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0539-2018-08-08 052744.JPG,3618460,2018:08:07 23:27:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0540-2013-10-25 235918.JPG,3761895,2013:10:25 17:59:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0540-2014-07-22 034936.JPG,3629448,2014:07:21 21:49:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0540-2015-08-01 020618.JPG,3606414,2015:07:31 20:06:16,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0544-2015-08-01 020734.JPG,3690145,2015:07:31 20:07:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0544-2016-01-23 050148.JPG,3743355,2016:01:22 23:01:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/DSC_0544-2017-08-07 213226.JPG,3575843,2017:08:07 15:32:24,"(None, None)"
